Station,Date,Depth_m,Temperature_C,Salinity,Calibrated_Temperature_C,Calibrated_Salinity
Ytre_Utsira,2021-06-01,50,6.441,34.068,6.441,34.068
Ytre_Utsira,2021-06-01,75,6.793,34.668,6.793,34.668
Ytre_Utsira,2021-06-01,100,7.146,34.892,7.146,34.892
Ytre_Utsira,2021-06-01,125,7.255,34.986,7.255,34.986
Ytre_Utsira,2021-06-01,150,7.378,35.055,7.378,35.055
Ytre_Utsira,2021-06-01,200,7.3,35.139,7.3,35.139
Ytre_Utsira,2021-06-01,250,7.109,35.16,7.109,35.16
Ytre_Utsira,2021-07-01,1,15.275,31.256,15.275,31.256
Ytre_Utsira,2021-07-01,5,14.499,31.724,14.499,31.724
Ytre_Utsira,2021-07-01,10,13.982,32.088,13.982,32.088
Ytre_Utsira,2021-07-01,20,11.351,33.163,11.351,33.163
Ytre_Utsira,2021-07-01,30,9.254,33.935,9.254,33.935
Ytre_Utsira,2021-07-01,50,7.802,34.413,7.802,34.413
Ytre_Utsira,2021-07-01,75,7.217,34.626,7.217,34.626
Ytre_Utsira,2021-07-01,100,7.113,34.808,7.113,34.808
Ytre_Utsira,2021-07-01,125,7.12,34.943,7.12,34.943
Ytre_Utsira,2021-07-01,150,7.141,34.996,7.141,34.996
Ytre_Utsira,2021-07-01,200,7.098,35.075,7.098,35.075
Ytre_Utsira,2021-07-01,250,7.056,35.129,7.056,35.129
Ytre_Utsira,2021-08-01,1,16.039,30.409,16.039,30.409
Ytre_Utsira,2021-08-01,5,15.728,30.527,15.728,30.527
Ytre_Utsira,2021-08-01,10,15.33,31.449,15.33,31.449
Ytre_Utsira,2021-08-01,20,13.105,33.081,13.105,33.081
Ytre_Utsira,2021-08-01,30,10.726,34.13,10.726,34.13
Ytre_Utsira,2021-08-01,50,8.626,34.534,8.626,34.534
Ytre_Utsira,2021-08-01,75,8.114,34.748,8.114,34.748
Ytre_Utsira,2021-08-01,100,7.494,34.892,7.494,34.892
Ytre_Utsira,2021-08-01,125,7.26,34.959,7.26,34.959
Ytre_Utsira,2021-08-01,150,7.154,35.002,7.154,35.002
Ytre_Utsira,2021-08-01,200,7.053,35.063,7.053,35.063
Ytre_Utsira,2021-08-01,250,7.003,35.113,7.003,35.113
Ytre_Utsira,2021-09-01,1,15.097,32.092,15.097,32.092
Ytre_Utsira,2021-09-01,5,15.105,32.103,15.105,32.103
Ytre_Utsira,2021-09-01,10,15.044,32.21,15.044,32.21
Ytre_Utsira,2021-09-01,20,14.195,32.716,14.195,32.716
Ytre_Utsira,2021-09-01,30,12.975,33.286,12.975,33.286
Ytre_Utsira,2021-09-01,50,10.323,34.284,10.323,34.284
Ytre_Utsira,2021-09-01,75,8.308,34.737,8.308,34.737
Ytre_Utsira,2021-09-01,100,7.674,34.899,7.674,34.899
Ytre_Utsira,2021-09-01,125,7.41,34.965,7.41,34.965
Ytre_Utsira,2021-09-01,150,7.234,35.022,7.234,35.022
Ytre_Utsira,2021-09-01,200,7.069,35.085,7.069,35.085
Ytre_Utsira,2021-09-01,250,7.014,35.131,7.014,35.131
Ytre_Utsira,2021-10-01,1,13.253,30.489,13.253,30.489
Ytre_Utsira,2021-10-01,5,13.309,30.616,13.309,30.616
Ytre_Utsira,2021-10-01,10,13.355,30.837,13.355,30.837
Ytre_Utsira,2021-10-01,20,13.546,31.805,13.546,31.805
Ytre_Utsira,2021-10-01,30,13.334,32.464,13.334,32.464
Ytre_Utsira,2021-10-01,50,12.665,33.32,12.665,33.32
Ytre_Utsira,2021-10-01,75,9.057,34.626,9.057,34.626
Ytre_Utsira,2021-10-01,100,7.84,34.903,7.84,34.903
Ytre_Utsira,2021-10-01,125,7.553,34.973,7.553,34.973
Ytre_Utsira,2021-10-01,150,7.347,35.027,7.347,35.027
Ytre_Utsira,2021-10-01,200,7.197,35.069,7.197,35.069
Ytre_Utsira,2021-10-01,250,7.103,35.112,7.103,35.112
Ytre_Utsira,2021-11-01,1,10.786,32.101,10.786,32.101
Ytre_Utsira,2021-11-01,5,11.166,32.551,11.166,32.551
Ytre_Utsira,2021-11-01,10,11.326,32.761,11.326,32.761
Ytre_Utsira,2021-11-01,20,11.665,33.139,11.665,33.139
Ytre_Utsira,2021-11-01,30,11.667,33.422,11.667,33.422
Ytre_Utsira,2021-11-01,50,11.876,33.958,11.876,33.958
Ytre_Utsira,2021-11-01,75,10.763,34.479,10.763,34.479
Ytre_Utsira,2021-11-01,100,9.511,34.726,9.511,34.726
Ytre_Utsira,2021-11-01,125,8.67,34.958,8.67,34.958
Ytre_Utsira,2021-11-01,150,8.23,35.089,8.23,35.089
Ytre_Utsira,2021-11-01,200,7.311,35.099,7.311,35.099
Ytre_Utsira,2021-11-01,250,7.133,35.13,7.133,35.13
Ytre_Utsira,2021-12-01,1,8.868,33.386,8.868,33.386
Ytre_Utsira,2021-12-01,5,8.886,33.398,8.886,33.398
Ytre_Utsira,2021-12-01,10,8.88,33.405,8.88,33.405
Ytre_Utsira,2021-12-01,20,8.897,33.496,8.897,33.496
Ytre_Utsira,2021-12-01,30,8.826,33.558,8.826,33.558
Ytre_Utsira,2021-12-01,50,9.162,33.798,9.162,33.798
Ytre_Utsira,2021-12-01,75,9.397,34.144,9.397,34.144
Ytre_Utsira,2021-12-01,100,9.228,34.39,9.228,34.39
Ytre_Utsira,2021-12-01,125,8.649,34.7,8.649,34.7
Ytre_Utsira,2021-12-01,150,8.441,34.946,8.441,34.946
Ytre_Utsira,2021-12-01,200,7.78,35.1,7.78,35.1
Ytre_Utsira,2021-12-01,250,7.353,35.127,7.353,35.127
Ytre_Utsira,2022-01-01,1,6.563,32.433,6.563,32.433
Ytre_Utsira,2022-01-01,5,6.669,32.507,6.669,32.507
Ytre_Utsira,2022-01-01,10,6.649,32.528,6.649,32.528
Ytre_Utsira,2022-01-01,20,6.654,32.552,6.654,32.552
Ytre_Utsira,2022-01-01,30,6.947,32.782,6.947,32.782
Ytre_Utsira,2022-01-01,50,7.738,33.722,7.738,33.722
Ytre_Utsira,2022-01-01,75,8.255,34.313,8.255,34.313
Ytre_Utsira,2022-01-01,100,8.384,34.681,8.384,34.681
Ytre_Utsira,2022-01-01,125,8.3,34.882,8.3,34.882
Ytre_Utsira,2022-01-01,150,8.084,35.002,8.084,35.002
Ytre_Utsira,2022-01-01,200,7.507,35.112,7.507,35.112
Ytre_Utsira,2022-01-01,250,7.394,35.127,7.394,35.127
Ytre_Utsira,2022-02-01,1,6.874,33.72,6.874,33.72
Ytre_Utsira,2022-02-01,5,6.9,33.738,6.9,33.738
Ytre_Utsira,2022-02-01,10,6.916,33.755,6.916,33.755
Ytre_Utsira,2022-02-01,20,6.994,33.847,6.994,33.847
Ytre_Utsira,2022-02-01,30,7.042,33.903,7.042,33.903
Ytre_Utsira,2022-02-01,50,7.149,33.994,7.149,33.994
Ytre_Utsira,2022-02-01,75,7.906,34.626,7.906,34.626
Ytre_Utsira,2022-02-01,100,7.91,34.799,7.91,34.799
Ytre_Utsira,2022-02-01,125,7.928,34.903,7.928,34.903
Ytre_Utsira,2022-02-01,150,7.913,34.971,7.913,34.971
Ytre_Utsira,2022-02-01,200,7.752,35.052,7.752,35.052
Ytre_Utsira,2022-02-01,250,7.534,35.109,7.534,35.109
Ytre_Utsira,2022-03-01,1,5.692,32.236,5.692,32.236
Ytre_Utsira,2022-03-01,5,5.742,32.354,5.742,32.354
Ytre_Utsira,2022-03-01,10,5.788,32.726,5.788,32.726
Ytre_Utsira,2022-03-01,20,5.886,33.618,5.886,33.618
Ytre_Utsira,2022-03-01,30,5.958,33.83,5.958,33.83
Ytre_Utsira,2022-03-01,50,6.156,34.02,6.156,34.02
Ytre_Utsira,2022-03-01,75,6.439,34.218,6.439,34.218
Ytre_Utsira,2022-03-01,100,6.772,34.389,6.772,34.389
Ytre_Utsira,2022-03-01,125,7.217,34.636,7.217,34.636
Ytre_Utsira,2022-03-01,150,7.4,34.795,7.4,34.795
Ytre_Utsira,2022-03-01,200,7.616,35.012,7.616,35.012
Ytre_Utsira,2022-03-01,250,7.514,35.125,7.514,35.125
Ytre_Utsira,2022-04-01,1,6.087,32.444,6.087,32.444
